Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,What_it_does,Year_Founded,Founders,Investor
Survaider,"Business Intelligence, Customer Service, Market Research, SaaS",Seed,2018,500000.0,"Bengaluru, Karnataka, India",Stethoscope for customer feedback !,,,
Credy,"Credit, Financial Services, FinTech, Lending",Seed,2018,1400000.0,"Bengaluru, Karnataka, India",Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,,,
iChamp,E-Learning,Seed,2018,5000000.0,"Gurgaon, Haryana, India",iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,,,
Qandle,Software,Seed,2018,1200000.0,"Gurgaon, Haryana, India",A cloud-based HR management and employee engagement platform.,,,
Avishkaar Box,"Children, Education, Parenting",Seed,2018,730000.0,"Delhi, Delhi, India","Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",,,
Gegadyne Energy,"Automotive, Battery, Energy, Energy Storage",Angel,2018,0.0,"Mumbai, Maharashtra, India",A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,,,
HyperXchange,"E-Commerce, Mobile, Sharing Economy",Series A,2018,1000000.0,"Pune, Maharashtra, India",hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,,,
Deftouch,—,Seed,2018,0.0,"Bangalore, Karnataka, India",Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,,,
Doodhwala,"Food Delivery, Organic, Organic Food",Seed,2018,2200000.0,"Bengaluru, Karnataka, India",Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,,,
DronaHQ,Mobile,Angel,2018,500000.0,"Mumbai, Maharashtra, India",DronaHQ is an enterprise mobile engagement platform.,,,
FastFox,Rental,Series A,2018,1460000.0,"Gurgaon, Haryana, India",FastFox: Market Network for Home Rentals (India),,,
BuyForexOnline,Travel,Series Unknown,2018,2000000.0,"Bangalore, Karnataka, India",BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,,,
Colive.in,Consumer,Seed,2018,1800000.0,"Bangalore, Karnataka, India",A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,,,
Agricxlab Private Limited,"B2B, Farming, Marketplace",Seed,2018,500000.0,"Thane, Maharashtra, India",Online marketplace where farmers and traders can sell their produce to B2B buyers,,,
Corefactors,—,Seed,2018,0.0,"Bangalore, Karnataka, India","Corefactors is a leading campaign management, business communication and analytics company.",,,
Fincash.com,Wealth Management,Seed,2018,150000.0,"Mumbai, Maharashtra, India",A startup in the personal finance space in India .,,,
Pandorum Technologies,Biotechnology,Series A,2018,3600000.0,"Bengaluru, Karnataka, India",Bengaluru based biotech startup.,,,
Shirsa Labs,"Education, Gaming, Training",Seed,2018,500000.0,"Mumbai, Maharashtra, India",Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,,,
PetSutra,Veterinary,Seed,2018,138700.0,"Gurgaon, Haryana, India",Gurugram-based Online petcare platform.,,,
Awaaz De,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Angel,2018,0.0,"Ahmedabad, Gujarat, India",Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,,,
PinkBlue,"Health Care, Hospital, Supply Chain Management",Seed,2018,300000.0,"Bangalore, Karnataka, India",PinkBlue.in - Super-efficient supply-chain for clinical supplies,,,
Eduvanz,"Finance, Financial Services",Angel,2018,500000.0,"Mumbai, Maharashtra, India","Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",,,
Rupeek,"Financial Services, Lending",Series A,2018,6830000.0,"Bangalore, Karnataka, India",Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,,,
Backpacker Panda Holidays Private Limited,"Tourism, Travel",Series A,2018,1400000.0,"Pune, Maharashtra, India",Backpacker Panda is creating an ecosystem for youth accommodation and travel.,,,
Shape (School Health and Physical Education),Education,Seed,2018,200000.0,"Pune, Maharashtra, India",Physical education start up,,,
Placio,"Hospitality, Real Estate",Seed,2018,2000000.0,"Noida, Uttar Pradesh, India",Placio is a student housing and a complete broker-free platform.,,,
Aviom India Housing Finance,Finance,Series A,2018,2190000.0,"New Delhi, Delhi, India",Delhi based housing finance company.,,,
GenRobotic,Market Research,Seed,2018,0.0,"Trivandrum, Kerala, India",A Robotic Company.,,,
HeyHolidays,"Tourism, Travel",Seed,2018,1000000.0,"Bangalore, Karnataka, India","HeyHolidays, a global player in online vacation rentals.",,,
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",Series A,2018,4300000.0,"Bengaluru, Karnataka, India",Amazon's Kindle Direct Publishing for Indian Languages,,,
SectorQube,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",Seed,2018,0.0,"Ernakulam, Kerala, India",SectorQube develops smart kitchen devices that make food automatically.,,,
Food Memories,"Food and Beverage, Food Processing",Seed,2018,0.0,"Ahmedabad, Gujarat, India",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,,,
ZAMROO,"Internet, Marketplace, Shopping",Seed,2018,0.0,"India, Asia",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,,,
Silversparro Technologies Pvt. Ltd,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",Seed,2018,300000.0,"Gurgaon, Haryana, India",Silversparro is a deep learning technology solution provider.,,,
Creator’s Gurukul,Facilities Support Services,Angel,2018,0.0,"Gurgaon, Haryana, India",A coworking space provider.,,,
Emflux Motors,"Automotive, Electric Vehicle, Energy",Seed,2018,364846.0,"Bengaluru, Karnataka, India",Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,,,
Tricog Health Services Pvt Ltd,"Health Care, Health Diagnostics, Predictive Analytics",Series A,2018,4000000.0,"Bangalore, Karnataka, India",Predictive Healthcare Analytics Company,,,
Scapic,"Cloud Computing, Computer, SaaS, Software",Seed,2018,500000.0,"Bangalore, Karnataka, India",Virtual/Augmented Reality Start Up .,,,
6Degree,"Fashion, Lifestyle, Retail",Seed,2018,400000.0,"Mumbai, Maharashtra, India",A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,,,
Chrysalis (EZ Vidya),Education,Seed,2018,0.0,"Chennai, Tamil Nadu, India",Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,,,
Ekincare,Medical,Series A,2018,1500000.0,"Hyderabad, Andhra Pradesh, India",EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,,,
Streo,Music Streaming,Seed,2018,0.0,"Gurgaon, Haryana, India","Live stream music from nightclubs, bars & festivals!",,,
Groww,"Finance, Impact Investing, Internet",Seed,2018,120000.0,"Kormangala, Karnataka, India",Groww offers a new way of investing money.,,,
Cell Propulsion,—,Seed,2018,102200.0,"Bangalore, Karnataka, India",Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,,,
Chezuba,"Internet, Social Entrepreneurship",Angel,2018,20440.0,"Hyderabad, Andhra Pradesh, India",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,,,
Ontrack Technologies Pvt. Ltd,Retail,Seed,2018,0.0,"Bangalore, Karnataka, India",Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,,,
Wealthtrust,"Finance, Impact Investing, Mobile Apps",Seed,2018,500000.0,"Mumbai, Maharashtra, India",Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,,,
Faclon Labs,"Cloud Computing, Computer, Software",Seed,2018,0.0,"Mumbai, Maharashtra, India",Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,,,
Awign Enterprises,"Business Development, Market Research, Outsourcing",Seed,2018,730000.0,"Bangalore, Karnataka, India",Operations and manpower outsourcing startup,,,
CollPoll,Education,Seed,2018,0.0,"Bangalore, Karnataka, India",World-class Enterprise System for Education.,,,
Zyla Health,"Health Care, Hospitality",Seed,2018,0.0,"New Delhi, Delhi, India",Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,,,
Hubhopper,"Internet, Social News, Sports",Series A,2018,500000.0,"Delhi, Delhi, India",Get your daily dose of interest as summaries from news and magazine stories .,,,
Rubix108 Technologies,Information Technology,Seed,2018,1000000.0,"Pune, Maharashtra, India",Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,,,
Workflexi,Human Resources,Seed,2018,146000.0,"Bangalore, Karnataka, India","Be Smart, Work on Contract,Be Smart, Hire on Contract",,,
Streak,Financial Services,Seed,2018,328500.0,"Bangalore, Karnataka, India",Algorithmic trading platform.,,,
Kuants,Financial Services,Seed,2018,73000.0,"Gurgaon, Haryana, India",Algorithmic trading platform.,,,
NiYO Solutions,"Finance, Financial Services, FinTech",Series A,2018,13200000.0,"Bangalore, Karnataka, India",NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,,,
Hippo Video,"Customer Service, Software, Video, Video Streaming",Seed,2018,0.0,"Chennai, Tamil Nadu, India",A video recording and sharing software.,,,
Satvacart,"E-Commerce, Food Processing",Seed,2018,0.0,"Gurgaon, Haryana, India",Satvacart is a Gurgaon’s largest online supermarket,,,
Daaki,Health Care,Angel,2018,0.0,"Bangalore, Karnataka, India",Sports Nutrition startup,,,
Simulanis,Training,Seed,2018,500000.0,"New Delhi, Delhi, India",A Delhi-based Augmented Reality and Virtual Reality technology development company.,,,
MY CHIRAAG CAB,Travel,Seed,2018,1000000.0,"Jaipur, Rajasthan, India",MY CHIRAAG CAB SERVICES PVT LTD,,,
WOTU,Food and Beverage,Seed,2018,0.0,"Bangalore, Karnataka, India",It operates a business-to-business e-commerce portal for food and beverages.,,,
Flathalt,—,Angel,2018,50000.0,"Gurgaon, Haryana, India",FInd your Customized Home here.,,,
True Elements,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",Seed,2018,730000.0,"Pune, Maharashtra, India",True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,,,
Trendlyne Technologies,Financial Services,Seed,2018,200000.0,"Bangalore, Karnataka, India",Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,,,
Planys Technologies,"Manufacturing, Oil and Gas, Robotics",Series A,2018,2046920.0,"Chennai, Tamil Nadu, India",Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,,,
HealthPlix,"Fitness, Health Care, Wellness",Series A,2018,3000000.0,"Bangalore, Karnataka, India",HealthPlix is a healthtech startup,,,
dishq,—,Seed,2018,400000.0,"Bengaluru, Karnataka, India",dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,,,
Entropik Technology,"Artificial Intelligence, Computer, Machine Learning",Seed,2018,1100000.0,"Bengaluru, Karnataka, India",The boundaries between Human and Machines are shrinking fast.,,,
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",Series A,2018,500000.0,"Delhi, Delhi, India",myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,,,
Trell,—,Seed,2018,1250000.0,"Bangalore City, Karnataka, India",Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,,,
Kidovators (by GyanLab),"Big Data, EdTech, Machine Learning",Seed,2018,180000.0,"Bangalore, Karnataka, India",Building future human capital through 21st Century Skills programs for K-12,,,
Log 9 Materials,Nanotechnology,Seed,2018,438000.0,"Uttar Pradesh, India, Asia",Log 9 Materials is a nano-materials manufacturing and RnD startup,,,
VTION,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",Seed,2018,280320.0,"Gurgaon, Haryana, India",VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,,,
HousingMan.com,—,Seed,2018,1503800.0,"Bengaluru, Karnataka, India","New Apartments, Flats for Sale in Bangalore",,,
Steradian Semiconductors,—,Seed,2018,0.0,"Bangalore, Karnataka, India",It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,,,
RupeeCircle,"Financial Services, Lending, Peer to Peer",Seed,2018,584000.0,"Mumbai, Maharashtra, India",RupeeCircle is a new age finance company.,,,
Wooden Street,"E-Commerce, Furniture, Home Decor, Interior Design, Internet",Series A,2018,1000000.0,"Jaipur, Rajasthan, India",Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,,,
The Ken,Digital Media,Series A,2018,1500000.0,"Bengaluru, Karnataka, India",The Ken is India’s first subscriptions-only business news site,,,
SaffronStays,—,Seed,2018,2000000.0,"Mumbai, Maharashtra, India",SaffronStays connects travellers to India's Incredible hosts.,,,
Vebbler,"File Sharing, Personalization, Social Media",Seed,2018,0.0,"Bengaluru, Karnataka, India",A personal network for close people,,,
Foyr,"Home Decor, Interior Design",Series A,2018,4200000.0,"Pune, Maharashtra, India","Foyr.com is India's first online, automated interior designer",,,
